Id,Time,ADMM_IT,X_real,X_imag,Nu_real,Nu_imag,Z_real,Z_imag,P,Q
2,1512519837.082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,1512519840.133,1.0000,0.7774,0.7782,-10.0107,70.8431,0.8175,0.4948,0.0000,-0.0000
2,1512519840.974,2.0000,0.8335,0.4725,-22.1111,137.9431,0.8819,0.2041,0.0000,0.0000
2,1512519907.283,3.0000,0.8880,0.2179,-31.4777,194.4071,0.9255,-0.0079,-0.0000,0.0000
2,1512519909.051,4.0000,0.8981,0.0740,-42.5938,237.1678,0.9426,-0.0971,-0.0000,-0.0000
2,1512519910.218,5.0000,0.9047,0.0334,-50.8804,263.5575,0.9378,-0.0722,0.0000,0.0000
2,1512519911.218,6.0000,0.9181,0.0643,-54.4132,273.8092,0.9322,0.0233,0.0000,0.0000
2,1512519913.318,7.0000,0.9286,0.1369,-56.8439,272.6860,0.9383,0.1414,0.0000,0.0000
2,1512519915.217,8.0000,0.9369,0.2180,-62.3782,266.0854,0.9591,0.2444,0.0000,0.0000
2,1512519916.51,9.0000,0.9499,0.2809,-71.6672,257.3680,0.9871,0.3158,0.0000,-0.0000
2,1512519920.583,10.0000,0.9689,0.3155,-83.1403,247.4795,1.0148,0.3551,0.0000,0.0000
2,1512519922.592,11.0000,0.9900,0.3257,-92.3157,238.8325,1.0267,0.3603,-0.0000,0.0000
2,1512519924.592,12.0000,1.0004,0.3131,-100.4500,229.9748,1.0329,0.3485,-0.0000,0.0000
2,1512519926.587,13.0000,1.0005,0.2947,-109.2702,220.1956,1.0358,0.3339,-0.0000,-0.0000
2,1512519927.867,14.0000,0.9992,0.2826,-118.7379,209.7140,1.0370,0.3245,0.0000,-0.0000
2,1512519929.54,15.0000,0.9987,0.2811,-128.2104,199.3117,1.0366,0.3227,0.0000,0.0000
2,1512519931.478,16.0000,0.9999,0.2896,-136.5473,189.9715,1.0332,0.3270,-0.0000,-0.0000
2,1512519932.858,17.0000,1.0006,0.3028,-144.2292,181.8615,1.0313,0.3353,-0.0000,-0.0000
2,1512519934.368,18.0000,1.0036,0.3166,-151.3448,174.9200,1.0320,0.3443,-0.0000,0.0000
2,1512519935.571,19.0000,1.0034,0.3248,-159.0533,169.4276,1.0342,0.3468,-0.0000,0.0000
2,1512519936.904,20.0000,1.0058,0.3252,-166.9909,165.4124,1.0375,0.3413,0.0000,-0.0000
2,1512519938.132,21.0000,1.0100,0.3177,-174.8168,162.1689,1.0413,0.3307,-0.0000,0.0000
2,1512519939.558,22.0000,1.0149,0.3048,-182.3559,158.8509,1.0451,0.3181,-0.0000,-0.0000
2,1512519941.012,23.0000,1.0202,0.2885,-187.9638,155.2145,1.0426,0.3030,-0.0000,0.0000
