Id,Time,ADMM_IT,X_real,X_imag,Nu_real,Nu_imag,Z_real,Z_imag,P,Q
1,1503579073.862,1.0000,0.0440,1.0730,-133.9425,95.8101,0.5798,0.6897,-0.0000,-0.0000
1,1503579074.434,2.0000,0.7553,0.5526,-115.1904,206.1883,0.6803,0.1111,-0.0000,0.0000
1,1503579075.104,3.0000,0.4398,0.7849,-166.4719,302.6316,0.6449,0.3992,-0.0000,0.0000
1,1503579075.709,4.0000,0.8182,-0.3674,-106.7134,114.4839,0.5791,0.3852,-0.0001,-0.0001
1,1503579076.359,5.0000,0.9158,0.0069,-81.5193,49.6605,0.8150,0.2662,0.0000,0.0000
1,1503579076.883,6.0000,0.9855,-0.3309,-68.7467,-43.9182,0.9344,0.0435,-0.0000,0.0000
1,1503579077.468,7.0000,1.0355,-0.2512,-57.2768,-83.4651,0.9897,-0.0930,-0.0000,0.0000
1,1503579077.923,8.0000,1.0488,-0.2171,-39.4174,-74.5762,0.9773,-0.2526,-0.0000,-0.0000
1,1503579078.434,9.0000,1.0297,-0.2112,-21.0274,-50.0713,0.9561,-0.3092,-0.0000,0.0000
1,1503579079.004,10.0000,1.0088,-0.1850,-5.2984,-10.0449,0.9459,-0.3451,-0.0000,-0.0000
1,1503579079.516,11.0000,1.0054,-0.1690,9.1817,33.4052,0.9475,-0.3428,0.0000,-0.0000
1,1503579079.989,12.0000,1.0202,-0.1640,22.6267,66.0746,0.9665,-0.2946,0.0000,-0.0000
1,1503579080.457,13.0000,1.0410,-0.1559,32.1412,79.5942,1.0030,-0.2100,0.0000,0.0000
1,1503579080.896,14.0000,1.0525,-0.1308,33.1955,73.4214,1.0483,-0.1061,0.0000,-0.0000
1,1503579081.347,15.0000,1.0632,-0.0841,27.6709,60.8690,1.0853,-0.0339,0.0000,-0.0000
1,1503579081.756,16.0000,1.0725,-0.0426,23.3548,44.2805,1.0897,0.0237,0.0000,0.0000
1,1503579082.134,17.0000,1.0640,-0.0276,18.1787,22.6217,1.0847,0.0590,0.0000,0.0000
